rule_name;rule_type;surface;breakability_u200b;score;description;expression;defined_in;defined_at_line
FROM_LOCAL_DIGITS;header;other;unknown;0.001;From: localpart has long digit sequence;From =~ /\d{11}\S*\@/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;412
FROM_LOCAL_HEX;header;other;unknown;0.000 0.331 0.001 0.006;From: localpart has long hexadecimal sequence;From =~ /[0-9a-f]{11}\S*\@/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;409
FROM_LOCAL_NOVOWEL;header;other;unknown;0.500;From: localpart has series of non-vowel letters;From =~ /[bcdfgjklmnpqrstvwxz]{7}\S*\@/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;405
FROM_NO_USER;header;other;unknown;0.001 2.599 0.019 0.798;From: has no local-part before @ sign;From =~ /(?:^\@|<\@| \@[^\)<]*$|<>)/ [if-unset: unset@unset.unset];/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;57
FROM_OFFERS;header;other;unlikely;;"From address is ""at something-offers""";From:addr =~ /\@\S*offers(?![eo]n\b)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;54
FROM_STARTS_WITH_NUMS;header;other;unlikely;2.801 0.553 1.201 0.738;From: starts with several numbers;From:addr =~ /^\d{3,50}[^0-9\@]/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;46
FROM_UNBAL1;header;other;unlikely;;From with unbalanced angle brackets, '>' missing;From:raw =~ / < [^>]* $/xm;/usr/share/spamassassin/72_active.cf;1485
FROM_WSP_LEAD;header;other;unlikely;3.199 3.096 3.199 3.096;Leading whitespace after '<' in From header field;From:raw =~ /< \s+ [^>\s] [^>]* > [^<>]* \z/xm;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1599
FROM_WSP_TRAIL;header;other;unlikely;3.099 2.996 3.099 2.996;Trailing whitespace before '>' in From header field;From:raw =~ /< [^>]* \s > [^<>]* \z/xm;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1605
FSL_CTYPE_WIN1251;header;other;unlikely;2.027 1.255 2.027 1.255;Content-Type only seen in 419 spam;"Content-Type =~ /charset=""Windows-1251""/";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1619
FSL_FAKE_HOTMAIL_RVCD;header;other;unknown;2.631 1.816 2.011 2.365;;X-Spam-Relays-External =~ /mx[1234]\.hotmail\.com/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1625
FSL_HAS_TINYURL;uri;body;likely;2.496 3.396 2.496 3.396;;/tinyurl\.com\//;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1630
FSL_HELO_DEVICE;header;other;likely;0.1;;X-Spam-Relays-External =~ /\bhelo=(?:(?:dsl)?device|speedtouch)\.lan\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1645
FSL_HELO_NON_FQDN_1;header;other;likely;2.361 0.001 1.783 0.001;;X-Spam-Relays-External =~ /^[^\]]+ helo=[a-zA-Z0-9-_]+ /i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1650
FSL_HELO_SETUP;header;other;likely;0 # n=0 n=1 n=2;;X-Spam-Relays-External =~ /\bhelo=\S+\.setup\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1655
FSL_INTERIA_ABUSE;uri;body;likely;3.899 2.664 3.080 3.106;;/\/\S+\.(?:w|eu|fm)\.interia\.pl/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1660
FUZZY_AFFORDABLE;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/<inter W1><post P2>(?!affordable)<A><F><F><O><R><D><A><B><L><E>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;128
FUZZY_AMAZON;body;body;likely;;"Obfuscated ""amazon""";/(?:^|\W)(?=<A>)(?!amazon)<A><M><A><Z><O><N>(?:$|\W)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1674
FUZZY_ANDROID;body;body;likely;;"Obfuscated ""android""";/(?=<A>)(?!android)<A><N><D><R><O><I><D>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1683
FUZZY_APPLE;body;body;likely;;"Obfuscated ""apple""";/(?:^|\W)(?=<A>)(?!appl[ey])<A><P><P><L><E>(?:$|\W)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1692
FUZZY_BILLION;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/(?!billion)<B><I><L><L><I><O><N>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;137
FUZZY_BITCOIN;body;body;likely;0.612 2.497 0.612 2.497;"Obfuscated ""Bitcoin""";/(?=<B>)(?!bit[-\s]?coin)<B>[-\s]?<I>[-\s]?<T>[-\s]?<C>[-\s]?<O>[-\s]?<I>[-\s]?<N>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1701
FUZZY_BROWSER;body;body;likely;;"Obfuscated ""browser""";/(?=<B>)(?!browser)<B><R><O><W><S><E><R>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1710
FUZZY_CLICK_HERE;body;body;likely;;"Obfuscated ""click here""";"/(?=<C>)(?!click(?:\s|&nbsp;)here)<C><WS>*<L><WS>*<I><WS>*<C><WS>*<K><WS>+<H><WS>*<E><WS>*<R><WS>*<E>/i";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1728
FUZZY_CPILL;body;body;likely;0.001 0.001 0.001 0.001;Attempt to obfuscate words in spam;/(?!ciali[sz])<C><I><A><L><I><S>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;142
FUZZY_CREDIT;body;body;likely;1.699 1.413 0.601 1.678;Attempt to obfuscate words in spam;/<inter W1>(?![ck]r(?:[e\xe9]|\xc3\xa9)dit)<C><R><E><D><I><T>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;146
FUZZY_DOLLARS;body;body;likely;2.299 0.001 2.299 0.001;"Obfuscated ""dollar"" or ""dollars""";/(?:^|\W)(?=<D>)(?!dollars?)<D><O><L><L><A><R>(?:<S>)?(?:$|\W)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1737
FUZZY_FACEBOOK;body;body;likely;;"Obfuscated ""facebook""";/(?=<F>)(?!fa[ck]ebook)<F><A><C><E><B><O><O><K>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1755
FUZZY_GUARANTEE;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/<inter W1><post P2>(?!guarantee)<G><U><A><R><A><N><T><E><E>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;156
FUZZY_HARRIS;body;body;likely;;"Obfuscated ""Harris""";/(?:^|\W)(?=<H>)(?!harris)<H><A><R><R><I><S>(?:$|\W)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1764
FUZZY_IMPORTANT;body;body;likely;;"Obfuscated ""important""";/(?=<I>)(?!important)<I>(?:<M>|<N>)<P><O><R><T><A><N><T>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1773
FUZZY_MALICIOUS;body;body;likely;;"Obfuscated ""malicious""";/(?:^|\W)(?=<M>)(?!malicious)<M><A><L><I><C><I><O><U><S>(?:$|\W)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1782
FUZZY_MEDICATION;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/<inter W1><post P2>(?!medicati[eo])<M><E><D><I><C><A><T><I><O><N>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;160
FUZZY_MERIDIA;body;body;likely;0 # n=0 n=1 n=2 n=3;"Obfuscation of the word ""meridia""";/<inter W3><post P2>\b(?!meridia)<M><E><R><I><D><I><A>\b/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1791
FUZZY_MICROSOFT;body;body;likely;;"Obfuscated ""microsoft""";/(?=<M>)(?!microsoft)<M><I><C><R><O><S><O><F><T>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1799
FUZZY_MILLION;body;body;likely;0.1;Attempt to obfuscate words in spam;/(?!milli?[o\xf3\xd3]n)<M><I><L><L><I><O><N>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;165
FUZZY_MONEY;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/(?!money)<M><O><N><E><Y>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;169
FUZZY_MORTGAGE;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/<inter W1><post P2>(?!mortgage)<M><O><R><T><G><A><G><E>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;173
FUZZY_NORTON;body;body;likely;;"Obfuscated ""norton""";/(?:^|\W)(?=<N>)(?!norton)<N><O><R><T><O><N>(?:$|\W)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1815
FUZZY_OBLIGATION;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/<inter W1><post P2>(?!obligation)<O><B><L><I><G><A><T><I><O><N>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;177
FUZZY_OFFERS;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/(?!offers)<O><F><F><E><R><S>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;181
FUZZY_OVERSTOCK;body;body;likely;;"Obfuscated ""overstock""";/(?:^|\W)(?=<O>)(?!over[-\s]?stock)<O><V><E><R>[-\s]?<S><T><O><C><K>(?:$|\W)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1824
FUZZY_PAYPAL;body;body;likely;;"Obfuscated ""paypal""";/(?:^|\W)(?=<P>)(?!pay[-\s]?pal)<P><A><Y>[-\s]?<P><A><L>(?:$|\W)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1833
FUZZY_PHARMACY;body;body;likely;2.960 3.299 1.967 1.353;Attempt to obfuscate words in spam;/<inter W2><post P2>(?!pharmacy)<P><H><A><R><M><A><C><Y>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;185
FUZZY_PHENT;body;body;likely;2.799 1.647 1.540 2.662 # n=0;Attempt to obfuscate words in spam;/<inter W1><post P2>(?!phentermine)<P><H><E><N><T><E><R><M><I><N><E>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;189
FUZZY_PRESCRIPT;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/<inter W2><post P2>(?!prescription)<P><R><E><S><C><R><I><P><T><I><O><N>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;194
FUZZY_PRICES;body;body;likely;1.821 0.720 2.210 2.311;Attempt to obfuscate words in spam;/<inter W2><post P2>(?!price)<P><R><I><C><E><S>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;199
FUZZY_PRIVACY;body;body;likely;;"Obfuscated ""privacy""";/(?=<P>)(?!privacy)<P><R><I><V><A><C><Y>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1851
FUZZY_PROMOTION;body;body;likely;;"Obfuscated ""promotion""";/(?=<P>)(?!promotion)<P><R><O><M><O><T><I><O><N>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1860
FUZZY_REFINANCE;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/<inter W2><post P2>(?!refinance)<R><E><F><I><N><A><N><C><E>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;203
FUZZY_REMOVE;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/(?!remove)<R><E><M><O><V><E>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;207
FUZZY_SAVINGS;body;body;likely;;"Obfuscated ""savings""";/(?=<S>)(?!savings)<S><A><V><I><N><G><S>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1869
FUZZY_SECURITY;body;body;likely;2.099 1.997 2.099 1.997;"Obfuscated ""security""";/(?=<S>)(?!security)(?!seguridad)(?!s\xc3[\x89\xa9]curit\xc3[\x89\xa9])<S><E>(?:<C>|<G>)<U><R><I>(?:<T><Y>|<D><A><D>)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1878
FUZZY_SOFTWARE;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/(?!software)<S><O><F><T><W><A><R><E>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;216
FUZZY_TELEGRAM;body;body;likely;;"Obfuscated ""telegram""";/(?:^|\W)(?=<T>)(?!telegram)<T><E><L><E><G><R><A><M>(?:$|\W)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1887
FUZZY_THOUSANDS;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/(?!thousands)<T><H><O><U><S><A><N><D><S>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;220
FUZZY_UNINSTALL;body;body;likely;;"Obfuscated ""uninstall""";/(?:^|\W)(?=<U>)(?!uninstall)<U><N><I><N><S><T><A><L><L>(?:$|\W)/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1896
FUZZY_UNSUBSCRIBE;body;body;likely;;"Obfuscated ""unsubscribe""";/(?=<U>)(?!unsubscribe)<U><N><S><U><B><S><C><R><I><B><E>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1905
FUZZY_VIOXX;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/<inter W1><post P2>(?!vioxx)<V><I><O><X><X>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;230
FUZZY_VLIUM;body;body;likely;0 # n=0 n=1 n=2 n=3;Attempt to obfuscate words in spam;/<inter W1><post P2>(?!valium|verifiquem|volturno|vollum)<V><A><L><I><U><M>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;225
FUZZY_VPILL;body;body;likely;0.001 0.494 0.796 1.014;Attempt to obfuscate words in spam;/(?!viagra)<V><I><A><G><R><A>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;234
FUZZY_WALLET;body;body;likely;;"Obfuscated ""Wallet""";/(?=<W>)(?![vw]allet)<W><A><L><L><E><T>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;1914
FUZZY_XPILL;body;body;likely;0.1;Attempt to obfuscate words in spam;/<inter W3><post P2>(?!xanax)<X><A><N><A><X>/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/25_replace.cf;238
GB_GOOGLE_OBFUR;uri;body;likely;0.750 0.750 0.750 0.750;Obfuscate url through Google redirect;/^https:\/\/www\.google\.[a-z]{2,3}\/url\?sa=t\&rct=j\&q=\&esrc=s\&source=web\&cd=(?:[0-9])*\&(?:cad=rja\&uact=[0-9]+\&ved=.{1,50}\&)?url=https?:\/\/.{1,50}(?:&usg=.{1,50})?/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;2006
GB_HASHBL_BTC;body;body;likely;1.000 4.329 1.000 4.329;Message contains BTC address found on BTCBL;eval:check_hashbl_bodyre('bl.btcblack.it', 'raw/max=10/shuffle/replace', '\b(?<!=)([13][a-km-zA-HJ-NP-Z1-9]{25,34}|bc<N1>[acdefghjklmnpqrstuvwxyz23456789<N0>]{30,62})\b');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;2053
GEO_QUERY_STRING;uri;body;likely;0 # n=0 n=1 n=2 n=3;;/^http:\/\/(?:\w{2,4}\.)?geocities\.com(?::\d*)?\/.+?\/\?/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;2062
GMD_PDF_EMPTY_BODY;body;body;likely;0.25;Attached PDF with empty message body;eval:pdf_is_empty_body();/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_pdfinfo.cf;269
GMD_PDF_ENCRYPTED;body;body;likely;0.60;Attached PDF is encrypted;eval:pdf_is_encrypted();/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_pdfinfo.cf;263
GMD_PDF_HORIZ;body;body;likely;0.25;Contains pdf 100-240 (high) x 450-800 (wide);eval:pdf_image_size_range(100, 450, 240, 800);/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_pdfinfo.cf;169
GMD_PDF_SQUARE;body;body;likely;0.50;Contains pdf 180-360 (high) x 180-360 (wide);eval:pdf_image_size_range(180, 180, 360, 360);/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_pdfinfo.cf;176
GMD_PDF_VERT;body;body;likely;0.90;Contains pdf 450-800 (high) x 100-240 (wide);eval:pdf_image_size_range(450, 100, 800, 240);/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_pdfinfo.cf;183
GMD_PRODUCER_EASYPDF;body;body;likely;0.25;PDF producer was BCL easyPDF;eval:pdf_match_details('producer','/^BCL easyPDF/');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_pdfinfo.cf;257
GMD_PRODUCER_GPL;body;body;likely;0.25;PDF producer was GPL Ghostscript;eval:pdf_match_details('producer','/^(?:gnu|gpl) ghostscript/i');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_pdfinfo.cf;243
GMD_PRODUCER_POWERPDF;body;body;likely;0.25;PDF producer was PowerPDF;eval:pdf_match_details('producer','/^PowerPdf 0\./');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_pdfinfo.cf;250
GOOG_REDIR_DOCUSIGN;uri;body;likely;;Indirect docusign link, probable phishing;"m;://(?:[^/]+\.)?google\.(?:com|(?:com?\.)?[a-z][a-z])/url\?.*q=https?://www\.docusign\.com/;i";/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;2111
GTUBE;body;body;likely;1000.000;Generic Test for Unsolicited Bulk Email;/XJS\*C4JDBQADN1\.NSBN3\*2IDNEN\*GTUBE-STANDARD-ANTI-UBE-TEST-EMAIL\*C\.34X/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_body_tests.cf;37
GUARANTEED_100_PERCENT;body;body;likely;2.699 2.699 2.480 2.699;One hundred percent guaranteed;/100% GUARANTEED/i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_phrases.cf;43
HEADER_COUNT_CTYPE;header;other;unknown;0 # n=0 n=1 n=2 n=3;Multiple Content-Type headers found;eval:check_header_count_range('Content-Type','2','999');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;567
HEADER_COUNT_SUBJECT;header;subject;likely;0 # n=0 n=1 n=2 n=3;Multiple Subject headers found;eval:check_header_count_range('Subject','2','999');/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;2267
HEADER_FROM_DIFFERENT_DOMAINS;header;other;unknown;0.001 0.248 0.001 0.248;From and EnvelopeFrom 2nd level mail domains are different;eval:check_equal_from_domains();/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;2277
HEADER_SPAM;header;other;unlikely;2.499 2.499 1.994 0.585;Bulk email fingerprint (header-based) found;ALL =~ /^(?:Alternate-Recipient|Antivirus|Approved|Delivery-Notification|Disclose-Recipients|Error-path|Language|Location|Mime-Subversion|Newsletter-ID|PID|Rot|UID|X-BounceTrace|X-CS-IP|X-Company-Address|X-Company-City|X-Company-Country|X-Company-State|X-Company-Zip|X-E(?:[Mm]ail)?|X-Encoding|X-Originating-Company|X-RMD-Text|X-SG4|X-SP-Track-ID|X-Webmail-Time|X-bounce-to):/m;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_ratware.cf;276
HEAD_LONG;header;other;unknown;0 # n=0 n=1 n=2;Message headers are very long;eval:check_msg_parse_flags('truncated_header');/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_head_tests.cf;577
HELO_DYNAMIC_CHELLO_NL;header;other;likely;2.412 1.918 2.019 2.428;Relay HELO'd using suspicious hostname (Chello.nl);X-Spam-Relays-External =~ /^[^\]]+ helo=[a-z]\d+\.upc-[a-z]\.chello\.nl[^\]]+ auth= /i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_fake_helo_tests.cf;162
HELO_DYNAMIC_DIALIN;header;other;likely;2.629 3.233 2.186 1.366;Relay HELO'd using suspicious hostname (T-Dialin);X-Spam-Relays-External =~ /^[^\]]+ helo=[a-z][A-F0-9]+\.dip\./;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_fake_helo_tests.cf;125
HELO_DYNAMIC_HEXIP;header;other;unknown;2.321 0.511 1.773 1.789;Relay HELO'd using suspicious hostname (Hex IP);X-Spam-Relays-External =~ /^[^\]]+ helo=0x[a-f0-9]{8}\./;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_fake_helo_tests.cf;130
HELO_DYNAMIC_HOME_NL;header;other;likely;2.385 1.530 1.024 1.459;Relay HELO'd using suspicious hostname (Home.nl);X-Spam-Relays-External =~ /^[^\]]+ helo=[a-z]{2}\d+-\S\.\S+\d\.[a-z]{2}\.home\.nl[^]]+ auth= /i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_fake_helo_tests.cf;167
HELO_DYNAMIC_ROGERS;header;other;unknown;0 # n=0 n=1 n=2 n=3;Relay HELO'd using suspicious hostname (Rogers);X-Spam-Relays-External =~ /^[^\]]+ helo=CPE\d+\S+\.rogers\.com[^\]]+ auth= /i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_fake_helo_tests.cf;121
HELO_DYNAMIC_SPLIT_IP;header;other;unknown;3.031 2.893 4.225 3.482;Relay HELO'd using suspicious hostname (Split IP);X-Spam-Relays-External =~ /^[^\]]+ helo=\d+\.\S+\d+[^\d\s]\d+[^\d\s]\d+[^\d\s]/;/var/lib/spamassassin/4.000001/updates_spamassassin_org/20_fake_helo_tests.cf;134
HELO_FRIEND;header;other;unknown;0 # n=0 n=1 n=2 n=3;;X-Spam-Relays-External =~ /^[^\]]+ helo=friend /i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;2288
HELO_LH_LD;header;other;unknown;0 # n=0 n=1 n=2 n=3;;X-Spam-Relays-External =~ /^[^\]]+ helo=localhost\.localdomain /i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;2293
HELO_LOCALHOST;header;other;unknown;2.639 3.603 2.915 3.828 # n=2;;X-Spam-Relays-External =~ /^[^\]]+ helo=localhost /i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;2298
HELO_OEM;header;other;unknown;2.899 2.899 1.234 0.270 # n=2;;X-Spam-Relays-External =~ /^[^\]]+ helo=(?:pc|oem\S*) /i;/var/lib/spamassassin/4.000001/updates_spamassassin_org/72_active.cf;2317
